nquest,quest,nquestp,contint,nopcf,stupcf,conpcf,setpcf,anapcf,citpcf,vitpcf,nompcf,anmortpcf,itpcf,nomcf,stumcf,conmcf,setmcf,anamcf,citmcf,vitmcf,nommcf,anmortmcf,itmcf,vitfcf,nfratcf,nsorecf,vitfco,nfratco,nsoreco,figlicf,nfiglicf,nfiglinoit,parnoit,anconv,motivpcf,motivmcf,NCOMP,CAPI
823993,2,,2,1,1,8,4,1898,,2,1,1966,,1,1,9,,1908,,2,1,1988,,2,,,2,,,1,1,,,1960,,,2,0
823998,2,,3,1,1,1,1,1898,,2,1,1994,,1,1,9,,1900,,2,1,1992,,1,0,4,1,1,0,1,2,,,1955,,,2,0
824101,1,,1,1,1,1,1,1915,,2,1,1980,,1,1,9,,1918,,2,1,1982,,1,3,3,1,1,0,1,1,,,1966,,,2,1
824120,2,,1,1,1,1,1,1913,,2,2,,,1,1,9,,1915,,2,1,1983,,1,0,1,1,3,2,1,3,,,,,,3,1
824122,2,,1,1,2,1,2,1911,,2,1,1975,,1,1,9,,1922,,2,1,2003,,1,1,2,,,,2,,,2,,,,2,1
824125,2,,1,1,2,1,4,1933,,2,1,1984,,1,1,1,2,1932,,1,,,,1,2,4,1,3,2,1,2,,,1980,,,2,1
824127,2,,1,1,1,1,2,1933,,1,,,,1,1,9,,1938,,2,1,1996,,1,2,1,1,0,4,2,,,,1977,,,5,1
824135,2,,1,2,,,,,,3,,,,1,1,1,1,1922,,2,1,1986,,1,1,1,1,3,2,1,3,,,1964,,,2,1
824138,2,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,1,1,0,1,4,,,1957,,,2,1
824155,2,,1,1,2,1,2,1933,,2,1,1983,,1,1,9,,1929,,1,,,,1,1,1,1,0,1,1,2,,,1975,,,2,1
824164,1,,4,1,2,1,1,1902,,2,1,1980,,1,2,9,,1910,,2,1,1959,,2,,,2,,,1,1,,,1955,,,2,0
824167,1,,2,1,4,2,3,1915,,2,1,1989,,1,2,9,,1920,,2,1,2008,,2,,,2,,,1,2,,,1975,,,3,0
824169,1,,4,1,3,2,5,1946,,3,,,,1,4,2,5,1948,,3,,,,1,1,0,2,,,2,,,,2007,,,2,0
824196,2,,3,1,3,1,2,1937,,1,,,,1,2,9,,1936,,1,,,,1,1,0,1,0,1,1,1,,,1993,,,3,0
824235,1,,1,1,1,8,4,1900,,2,2,,,1,1,9,,1897,,2,2,,,1,1,1,,,,1,1,,,,,,3,1
824236,1,,1,1,2,1,4,1910,,2,2,,,1,1,9,,1915,,2,2,,,1,2,1,,,,1,6,,2,,,,1,1
824239,1,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,2,1,1,0,2,1,2,,,1954,,,2,1
824241,1,,3,1,1,8,4,1901,,2,1,1975,,2,,,,,,2,2,,,1,4,3,1,1,2,2,,,,1978,,,2,1
824251,2,,1,1,2,8,4,1909,,2,2,,,1,1,9,,1919,,2,2,,,1,1,1,1,2,0,2,,,,1968,,,4,1
824253,2,,1,1,3,4,3,1901,,2,2,,,1,1,9,,,,,,,,1,1,1,,,,2,,,2,,,,2,1
824273,2,,1,1,1,1,4,1910,,2,2,,,1,1,9,,1912,,2,2,,,1,1,3,1,2,2,1,2,,,1975,,,2,1
824278,2,,1,2,,,,,,2,1,1990,,2,,,,,,2,2,,,1,0,1,1,1,0,1,1,,,1984,,,2,1
824289,2,,1,1,2,1,4,1912,,2,1,1983,,1,1,9,,1919,,2,1,2002,,1,3,1,,,,1,2,,,,,,1,1
824302,2,,1,1,2,1,1,1903,,2,1,1996,,1,1,9,,1907,,2,1,1978,,1,0,2,,,,2,,,2,,,,1,1
824317,2,,2,1,4,4,1,1889,,2,1,1974,,1,2,9,,1892,,2,1,1978,,2,,,,,,1,3,,,,,,1,1
824330,2,,2,1,1,1,1,1942,2,1,,,2,1,1,9,,1944,2,2,1,1982,,1,3,1,1,2,2,1,1,0,,1984,,,4,1
824338,2,,2,1,2,1,1,1900,,2,1,1973,,1,1,1,1,1900,,2,1,1978,,1,0,1,,,,1,1,,,,,,2,0
824341,2,,2,1,4,2,3,1945,,2,2,,,1,3,8,5,1948,,2,2,,,1,1,0,2,,,2,,,,2004,,,3,1
824344,2,,2,1,2,1,2,1950,,1,,,,1,2,9,,1954,,2,1,2002,,2,,,1,0,1,2,,,,1997,,,4,0
824345,2,,2,1,4,2,4,1925,,1,,,,1,4,2,3,1930,,1,,,,1,1,0,,,,1,2,,2,,,,3,0
824346,2,,3,1,1,1,2,1903,,2,1,1989,,1,1,9,,1908,,2,1,2001,,2,,,,,,1,1,,2,,,,1,1
824347,2,,1,1,1,4,3,1875,,2,2,,,1,1,9,,1881,,2,2,,,2,,,,,,2,,,,,,,2,1
824351,2,,2,1,4,3,3,1924,,2,2,,,1,3,9,,1920,,2,2,,,1,3,1,1,1,1,2,,,,1979,,,5,0
824356,2,,2,1,1,8,1,1890,,2,1,1961,,1,1,8,1,1892,,2,1,1971,,1,0,1,1,0,1,1,1,,,1967,,,2,0
824360,2,,1,1,1,8,4,1904,,2,1,1961,,1,1,9,,1908,,2,1,2003,,1,0,1,2,,,1,2,,,1961,,,2,1
824361,2,,1,1,1,1,2,1895,,2,2,,,1,1,9,,1898,,2,2,,,1,0,1,,,,1,6,,2,,,,1,1
824374,1,,3,1,3,1,2,1941,2,1,,,2,1,2,9,,1942,2,1,,,2,1,2,1,,,,2,,,1,,,,1,0
824399,2,,1,1,1,8,1,1940,2,1,,,2,1,1,9,,1948,2,1,,,2,1,2,2,,,,2,,,2,,,,1,0
824403,2,,1,1,2,2,3,1917,,2,1,1979,,1,2,9,,1921,,1,,,,1,5,5,1,4,3,2,,,,1977,,,4,0
824413,2,,1,1,1,8,1,1951,2,1,,,2,1,1,9,,1955,2,1,,,2,1,3,0,,,,2,,,2,,,,2,0
824417,2,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,2,,,,,,1,0
824419,2,,1,1,2,8,4,1925,,1,,,,1,2,9,,1926,,2,1,1998,,1,1,0,1,0,2,2,,,,1990,,,3,0
